,Title,Image,Old price,New price,Diagonal of display,Shape of display,Processor series,CPU,Cores,CPU base frequency,RAM,RAM type,RAM frequency,HDD,SSD,Video card,Model of video card,Video card capacity,Web-camera,Shape,Weight
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-320-onyx-black80xh022xra.html,Ноутбук LENOVO IdeaPad 320 Onyx Black (80XH022XRA),https://i1.foxtrot.com.ua/product/thumb/6415437.jpg,,14589,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15-81d100hkra.html,Ноутбук LENOVO 330-15 (81D100HKRA) Onyx Black,https://i1.foxtrot.com.ua/product/thumb/6415443.jpg,,9489,15.6,1920 x 1080,,N5000,4,1.1,4 Гб,DDR4,2400,500 Гб,,,Intel UHD Graphics 605,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15-81d100h5ra.html,Ноутбук LENOVO 330-15 (81D100H5RA),https://i1.foxtrot.com.ua/product/thumb/6415449.jpg,,7949,15.6,1366 х 768,Intel® Celeron™,N4000,2,1.1,4 Гб,DDR4,2400,500 Гб,,,Intel UHD Graphics 600,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-530--mineral-grey81ek00kjra.html,Ноутбук LENOVO Yoga 530 (81EK00KJRA),https://i1.foxtrot.com.ua/product/thumb/6415454.jpg,,25798,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7130U,2,2.7,8 Гб,DDR4,2400,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),328 x 229 x 17.6,1.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-530--onyx-black81ek00l7ra.html,Ноутбук LENOVO Yoga 530 (81EK00L7RA),https://i1.foxtrot.com.ua/product/thumb/6415461.jpg,,37629,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),328 x 229 x 17.6,1.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-730-iron-grey81cu0050ra.html,Ноутбук LENOVO Yoga 730 (81CU0050RA),https://i1.foxtrot.com.ua/product/thumb/6415469.jpg,,43974,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),360 x 249 x 17.15,1.89 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-730--iron-grey81cu004yra.html,Ноутбук LENOVO Yoga 730 (81CU004YRA),https://i1.foxtrot.com.ua/product/thumb/6415471.jpg,,41823,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),360 x 249 x 17.15,1.89 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-7-a717-72g-56gq-nh-gxdeu-036.html,Ноутбук ACER Aspire 7 A717-72G-56GQ (NH.GXDEU.036),https://i1.foxtrot.com.ua/product/thumb/6424772.jpg,,36575,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,,1 Тб,256 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),423.3 x 289.9 x 28.25,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_predator-helios-300-ph315-51-50ql-nh-q3heu-020.html,Ноутбук ACER Predator Helios 300 PH315-51-50QL (NH.Q3HEU.020),https://i1.foxtrot.com.ua/product/thumb/6424783.jpg,,34399,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),390 x 266 x 26.8,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_predator-helios-300-ph315-51-59r7-nh-q3feu-048.html,Ноутбук ACER Predator Helios 300 PH315-51-59R7 (NH.Q3FEU.048),https://i1.foxtrot.com.ua/product/thumb/6424785.jpg,,48199,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,16 Гб,DDR4,2133,1 Тб,128 Гб,NVIDIA,GeForce GTX1060,6 Гб,1 Мп (HD),390 x 266 x 26.8,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-1-sf114-32-p1ll-nx-gxueu-016.html,Ноутбук ACER Swift 1 SF114-32-P1LL (NX.GXUEU.016),https://i1.foxtrot.com.ua/product/thumb/6424788.jpg,,18999,14,1920 x 1080,Intel® Pentium™,N5000,4,1.1,8 Гб,DDR4,,,128 Гб,,Intel UHD Graphics 605,,1 Мп (HD),323 x 228 х 14.95,1.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-3-sf314-54-89lu-nx-gxzeu-040.html,Ноутбук ACER Swift 3 SF314-54-89LU (NX.GXZEU.040),https://i1.foxtrot.com.ua/product/thumb/6424793.jpg,,30499,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2133,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),323 x 228 x 18.7,1.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-1050-g1-3zh24ea.html,НоутбукHP EliteBook 1050 G1 (3ZH24EA),https://i1.foxtrot.com.ua/product/thumb/6424944.jpg,,101774,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8850H,6,2.6,32 Гб,DDR4,2666,,1 Тб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),360 x 254 x 18.9,2.06 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-840-g5-3up21ea.html,Ноутбук HP EliteBook 850 G5 (3UP21EA),https://i1.foxtrot.com.ua/product/thumb/6424950.jpg,,51899,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),370 x 252 x 18.3,1.78 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_latitude-5590-n036l_p-n036l559015emea_p.html,Ноутбук DELL Latitude 5590 N036L_P (N036L559015EMEA_P),https://i1.foxtrot.com.ua/product/thumb/6418727.jpg,,46507,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8650U,4,1.9,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),376 x 250.65 x 20.6,1.88 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-15-81dc009hra.html,Ноутбук LENOVO IdeaPad 330-15 (81DC009HRA),https://i1.foxtrot.com.ua/product/thumb/6419898.jpg,,12112,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-15-81de01fhra.html,Ноутбук LENOVO IdeaPad 330-15 (81DE01FHRA),https://i1.foxtrot.com.ua/product/thumb/6419909.jpg,,21233,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2133,,256 Гб,,Intel UHD Graphics 620,,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-2hg87es.html,Ноутбук HP 250 G6 (2HG87ES),https://i1.foxtrot.com.ua/product/thumb/6419914.jpg,,16922,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,4 Гб,DDR4,,500 Гб,,,Intel HD Graphics 620,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-g6-2hg92es.html,Ноутбук HP 250 G6 (2HG92ES),https://i1.foxtrot.com.ua/product/thumb/6419921.jpg,,19202,15.6,1366 х 768,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 620,,1 Мп (HD),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_255-g6-2lb94es.html,Ноутбук HP 255 G6 (2LB94ES) Dark Ash,https://i1.foxtrot.com.ua/product/thumb/6419926.jpg,,14802,15.6,1920 x 1080,AMD A6,9220,2,2.5,4 Гб,DDR4,1866,,128 Гб,,Radeon R4,,0.3 Мп (VGA),380 x 253.8 x 23.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-4cj01av_v21.html,Ноутбук HP ProBook 430 G5 (4CJ01AV_V21),https://i1.foxtrot.com.ua/product/thumb/6419930.jpg,,17376,13.3,1920 x 1080,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 610,,1 Мп (HD),326 x 234 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-440-g5-1mj79av_v21.html,Ноутбук HP ProBook 440 G5 (1MJ79AV_V21),https://i1.foxtrot.com.ua/product/thumb/6419942.jpg,,32871,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),336 x 238 x 20,1.63 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-15-81dc009nra.html,Ноутбук LENOVO IdeaPad 330-15 81DC009NRA,https://i1.foxtrot.com.ua/product/thumb/6419860.jpg,,18799,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_gl503ge-en051t.html,Ноутбук ASUS GL503GE-EN051T,https://i1.foxtrot.com.ua/product/thumb/6419870.jpg,,57199,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,32 Гб,DDR4,2400,1 Тб,256 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),384 x 262 x 24,2.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-4qw11es.html,Ноутбук HP ProBook 430 G5 4QW11ES,https://i1.foxtrot.com.ua/product/thumb/6419879.jpg,,21792,13.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,1 Мп (HD),32.6 x 23.4 x 1.98,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-15-81dc009fra.html,Ноутбук LENOVO IdeaPad 330-15 (81DC009FRA),https://i1.foxtrot.com.ua/product/thumb/6419890.jpg,,12112,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-330-17-81dk0030ra.html,Ноутбук LENOVO IdeaPad 330-17 (81DK0030RA),https://i1.foxtrot.com.ua/product/thumb/6419891.jpg,,14197,17.3,1600 х 900,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),418 х 292.6 х 24.9,2.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-440-g5-1mj79av_v24.html,Ноутбук HP ProBook 440 G5 (1MJ79AV_V24),https://i1.foxtrot.com.ua/product/thumb/6419949.jpg,,32272,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),336 x 238 x 20,1.63 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-470-g5-1lr91av_v26.html,Ноутбук HP ProBook 470 G5 (1LR91AV_V26),https://i1.foxtrot.com.ua/product/thumb/6419970.jpg,,29755,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),413.8 x 276 x 22.5,2.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-650-g4-2sd25av_v1.html,Ноутбук HP ProBook 650 G4 (2SD25AV_V1),https://i1.foxtrot.com.ua/product/thumb/6419976.jpg,,43809,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8850H,6,2.6,16 Гб,DDR4,2666,,256 Гб,,Intel UHD Graphics 630,,1 Мп (HD),377 x 257 x 23.9,2.18 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-650-g4-2sd25av_v2.html,Ноутбук HP ProBook 650 G4 (2SD25AV_V2),https://i1.foxtrot.com.ua/product/thumb/6419977.jpg,,46480,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8850H,6,2.6,16 Гб,DDR4,2666,1 Тб,256 Гб,,Intel UHD Graphics 630,,1 Мп (HD),377 x 257 x 23.9,2.18 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-650-g4-2sd25av_v12.html,Ноутбук HP ProBook 650 G4 (2SD25AV_V12),https://i1.foxtrot.com.ua/product/thumb/6419979.jpg,,55358,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8850H,6,2.6,32 Гб,DDR4,2666,1 Тб,512 Гб,,Intel UHD Graphics 630,,1 Мп (HD),377 x 257 x 23.9,2.18 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-650-g4-2sd25av_v4.html,Ноутбук HP ProBook 650 G4 (2SD25AV_V4),https://i1.foxtrot.com.ua/product/thumb/6419981.jpg,,51855,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8850H,6,2.6,16 Гб,DDR4,2666,1 Тб,256 Гб,,Intel UHD Graphics 630,,1 Мп (HD),377 x 257 x 23.9,2.18 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_v130-15-81hn00exra.html,Ноутбук Lenovo V130-15IKB (81HN00EXRA) Iron Grey,https://i1.foxtrot.com.ua/product/thumb/6416264.jpg,,15932,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7020U,2,2.3,4 Гб,DDR4,2133,500 Гб,,,Intel HD Graphics 620,,1 Мп (HD),375 x 253 x 22.3,1.85 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_t103haf-gr027t-90nb0ft1-m01700.html,Нетбук ASUS T103HAF-GR027T (90NB0FT1-M01700),https://i1.foxtrot.com.ua/product/thumb/6416275.jpg,,12999,10.1,1280 x 800,Intel® Atom™,x5-Z8350,4,1.4,4 Гб,LPDDR3,1600,,,,Intel HD Graphics 400,,1 Мп (HD),261 x 172 x 10,0.87 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_xps-15-9575-975ui716s3v87-wsl.html,Ноутбук DELL XPS 15 9575 (975Ui716S3V87-WSL),https://i1.foxtrot.com.ua/product/thumb/6416280.jpg,,91099,15.6,3840 x 2160,Intel® Core™ i7 (8 поколение),8705G,4,3.1,16 Гб,DDR4,2400,,512 Гб,AMD,Radeon RX Vega M GL,4 Гб,1 Мп (HD),354 x 235 x 16,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-3-a315-51-nx-gnpeu-071.html,Ноутбук ACER Aspire 3 A315-51 (NX.GNPEU.071),https://i1.foxtrot.com.ua/product/thumb/6416289.jpg,,13840,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7020U,2,2.3,8 Гб,DDR4,,1 Тб,,,Intel HD Graphics 620,,0.3 Мп (VGA),381.6 x 259 x 21,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15-81dc009qra.html,Ноутбук LENOVO 330-15 (81DC009QRA),https://i1.foxtrot.com.ua/product/thumb/6418422.jpg,,10399,15.6,1920 x 1080,,4415U,2,2.3,4 Гб,DDR4,2133,500 Гб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15-81dc0099ra.html,Ноутбук LENOVO IdeaPad 330-15 (81DC0099RA),https://i1.foxtrot.com.ua/product/thumb/6418423.jpg,,10399,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,500 Гб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_330-15-81dc00abra.html,Ноутбук LENOVO Ideapad 330-15 (81DC00ABRA),https://i1.foxtrot.com.ua/product/thumb/6418437.jpg,,13040,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-3573i315p54h10dil-bk.html,Ноутбук DELL Inspiron 3573 (I315P54H10DIL-BK),https://i1.foxtrot.com.ua/product/thumb/6420910.jpg,,9199,15.6,1366 х 768,,N5000,4,1.1,4 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 605,,1 Мп (HD),380 x 260 x 24,2.25 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-5575i515fa528s2ddw-8s.html,Ноутбук DELL Inspiron 5575 (I515FA528S2DDW-8S),https://i1.foxtrot.com.ua/product/thumb/6420916.jpg,,23999,15.6,1920 x 1080,,2500U,4,2.0,8 Гб,DDR4,2400,,256 Гб,AMD,Radeon 530,4 Гб,,380 x 258 х 22.7,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip330-15ikbr81de01g1ra.html,Ноутбук LENOVO IdeaPad 330-15 (81DE01G1RA),https://i1.foxtrot.com.ua/product/thumb/6422507.jpg,,27929,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce MX150,2 Гб,0.3 Мп (VGA),378 х 260 х 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-3-a315-41-r7xanx-gy9eu-017.html,Ноутбук ACER Aspire 3 A315-41-R7XA (NX.GY9EU.017),https://i1.foxtrot.com.ua/product/thumb/6422524.jpg,,12516,15.6,1920 x 1080,AMD Ryzen 3,2200U,2,2.5,4 Гб,DDR4,2133,500 Гб,,,Radeon RX Vega 3 Graphics,,0.3 Мп (VGA),381.6 x 262.8 x 21.6,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-1040-g44qy60es.html,Ноутбук HP EliteBook 1040 G4 (4QY60ES),https://i1.foxtrot.com.ua/product/thumb/6422535.jpg,,61047,14,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,16 Гб,DDR4,,,512 Гб,,Intel HD Graphics 620,,1 Мп (HD),328.9 x 232.8 х 15.9,1.36 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_elitebook-850-g54bc95ea.html,Ноутбук HP EliteBook 850 G5 (4BC95EA),https://i1.foxtrot.com.ua/product/thumb/6422539.jpg,,75554,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,32 Гб,DDR4,2400,,1 Тб,,Intel UHD Graphics 620,,1 Мп (HD),370 x 252 х 18.3,1.78 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_predator-helios-300-ph315-51-77tznh-q3feu-054.html,Ноутбук ACER Predator Helios 300 PH315-51-77TZ (NH.Q3FEU.054),https://i1.foxtrot.com.ua/product/thumb/6420724.jpg,,51199,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,DDR4,,1 Тб,256 Гб,NVIDIA,GeForce GTX1060,6 Гб,1 Мп (HD),"390 x 266 x 26,75",2.69 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-3-sf314-54-82e1nx-gygeu-023.html,Ноутбук ACER Swift 3 SF314-54-82E1 (NX.GYGEU.023),https://i1.foxtrot.com.ua/product/thumb/6420743.jpg,,30499,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2133,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),323 x 228 x 18.7,1.45 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_swift-3-sf314-54-87b6nx-gygeu-025.html,Ноутбук ACER Swift 3 SF314-54-87B6 (NX.GYGEU.025),https://i1.foxtrot.com.ua/product/thumb/6420745.jpg,,33999,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,12 Гб,DDR4,,,512 Гб,,Intel UHD Graphics 620,,1 Мп (HD),323 x 18.7 x 228,1.45 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x505ba-ej238-90nb0g12-m03770.html,Ноутбук ASUS X505BA-EJ238 (90NB0G12-M03770),https://i1.foxtrot.com.ua/product/thumb/6420749.jpg,,10199,15.6,1920 x 1080,AMD A9,9425,2,3.1,4 Гб,,,1 Тб,,,Radeon R4,,0.3 Мп (VGA),20.35 x 361.4 x 243.5,1.65 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dm_clevo-g1050-15-g1050-15ua31.html,Ноутбук DM Clevo G1050-15 (G1050-15UA31),https://i1.foxtrot.com.ua/product/thumb/6420754.jpg,,33499,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,8 Гб,DDR4,2400,,500 Гб,NVIDIA,GeForce GTX1050,2 Гб,2 Мп,26.9 x 378 x 267,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dm_clevo-g1050ti-15g1050ti-15ua32.html,Ноутбук DM Clevo G1050Ti-15 (G1050TI-15UA32),https://i1.foxtrot.com.ua/product/thumb/6420759.jpg,,37899,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,DDR4,2400,,500 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,2 Мп,26.9 x 378 x 267,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_g3-15-3579ig315fi78h1s2dl-8bk.html,Ноутбук DELL G3 15 3579 (IG315FI78H1S2DL-8BK),https://i1.foxtrot.com.ua/product/thumb/6420900.jpg,,31999,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,8 Гб,DDR4,2666,,256 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),380 x 258 x 22.7,2.53 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_alienware-15-r4ar415ui716h1r2dw-8s.html,Ноутбук DELL Alienware 15 R4 (AR415UI716H1R2DW-8S),https://i1.foxtrot.com.ua/product/thumb/6420906.jpg,,83798,15.6,3840 x 2160,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,DDR4,2666,1 Тб,256 Гб,NVIDIA,GeForce GTX1070,8 Гб,1 Мп (HD),389 x 305 x 25.4,3.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_acer-switch-5-sw512-52-nt-ldteu-001.html,Ноутбук ACER Switch 5 SW512-52 (NT.LDTEU.001),https://i1.foxtrot.com.ua/product/thumb/3165779.jpg,,28499,12,2160 x 1440,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,LPDDR3,1866,,256 Гб,,Intel HD Graphics 620,,5 Мп/2 Мп,292.9 x 201.8 x 15.95,1.27 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux390ua-gs048r.html,Ультрабук ASUS UX390UA-GS048R Blue,https://i1.foxtrot.com.ua/product/thumb/6315661.jpg,,47891,12.5,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,16 Гб,DDR3,2133,,512 Гб,,Intel HD Graphics 620,,0.3 Мп (VGA),296 x 191.2 x 11.9,0.9 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_es1-332-c40t-nx-gfzeu-001.html,Ноутбук ACER ES1-332-C40T (NX.GFZEU.001),https://i1.foxtrot.com.ua/product/thumb/6322574.jpg,,8899,13.3,1366 х 768,Intel® Celeron™,N3350,,,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 5500,,0.3 Мп (VGA),327 х 228 х 21.6,1.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux490ua-be022r.html,Ноутбук ASUS ZenBook 3 Deluxe (UX490UA-BE022R),https://i1.foxtrot.com.ua/product/thumb/6324421.jpg,,38036,14,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,16 Гб,LPDDR3,2133,,1 Тб,,Intel HD Graphics 620,,0.3 Мп (VGA),329 x 214 x 12.9,1.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-5378-i5358s2niw-60g.html,Ультрабук DELL Inspiron 5378 (I5358S2NIW-60G),https://i1.foxtrot.com.ua/product/thumb/6331894.jpg,,27299,13.3,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),324 x 224.8 x 20.3,1.62 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-y8b56es.html,Ноутбук HP ProBook 450 (Y8B56ES),https://i1.foxtrot.com.ua/product/thumb/6331988.jpg,,26999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),382 x 263 x 24,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_apple_a1534-macbook-12--space-gray-mlh82ua-a.html,"Ноутбук Apple MacBook 12"" Space Gray (MLH82)",https://i1.foxtrot.com.ua/product/thumb/6300660.jpg,,49899,12,2304 x 1440,Intel® Core™ m5,,2,1.2,8 Гб,DDR3,1866,,256 Гб,,Intel HD Graphics 515,,1 Мп (HD),280 x 196 x 3.6-13.1,0.92 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x555qg-dm065d.html,Ноутбук ASUS X555QG-DM065D,https://i1.foxtrot.com.ua/product/thumb/6309819.jpg,,22099,15.6,1920 x 1080,,9800P,4,2.7,16 Гб,DDR3L,2133,1 Тб,,AMD,Radeon R5 M430,2 Гб,0.3 Мп (VGA),25.8 x 382 x 256,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_insp-3552-i35c45dilelk.html,Ноутбук DELL INSP-3552 (I35C45DILELK),https://i1.foxtrot.com.ua/product/thumb/6303667.jpg,,6699,15.6,1366 х 768,Intel® Celeron™,N3050,2,1.6,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics,,1 Мп (HD),380 x 260.3 x 21.7,2.14 кг
