,Title,Image,Old price,New price,Diagonal of display,Shape of display,Processor series,CPU,Cores,CPU base frequency,RAM,RAM type,RAM frequency,HDD,SSD,Video card,Model of video card,Video card capacity,Web-camera,Shape,Weight
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xr00ubra.html,Ноутбук LENOVO IdeaPad 320-15 (80XR00UBRA),https://i1.foxtrot.com.ua/product/thumb/6347928.jpg,,9257,15.6,1366 х 768,Intel® Celeron™,N4200,4,1.1,4 Гб,DDR3L,1600,1 Тб,,,Intel HD Graphics 505,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542ua-dm250.html,Ноутбук ASUS X542UA-DM250 (90NB0F25-M03070),https://i1.foxtrot.com.ua/product/thumb/6353409.jpg,,10799,15.6,1920 x 1080,Intel® Pentium™,4405U,2,2.1,4 Гб,DDR4,2133,1 Тб,,,Intel HD Graphics 510,,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x505bp-br011.html,Ноутбук ASUS X505BP-BR011 (90NB0G02-M00180),https://i1.foxtrot.com.ua/product/thumb/6353428.jpg,,9004,15.6,1366 х 768,AMD E2,9000,2,1.8,4 Гб,DDR4,1866,500 Гб,,AMD,Radeon R5 M420,2 Гб,0.3 Мп (VGA),361.4 x 243.5 x 20.35,1.68 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x505bp-br043.html,Ноутбук ASUS X505BP-BR043 (90NB0G04-M00840),https://i1.foxtrot.com.ua/product/thumb/6353433.jpg,,12653,15.6,1366 х 768,AMD A9,9420,2,3.0,8 Гб,DDR4,2133,1 Тб,,AMD,Radeon R5 M420,2 Гб,0.3 Мп (VGA),361.4 x 243.5 x 20.35,1.68 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542bp-dm015.html,Ноутбук ASUS X542BP-DM015 (90NB0HA2-M00170),https://i1.foxtrot.com.ua/product/thumb/6353441.jpg,,13482,15.6,1920 x 1080,AMD A9,9420,2,3.0,8 Гб,DDR4,1866,1 Тб,,AMD,Radeon R5 M420,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_n705un-gc051t.html,Ноутбук ASUS N705UN-GC051T (90NB0GV1-M00610),https://i1.foxtrot.com.ua/product/thumb/6353459.jpg,,40458,17.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,1 Тб,256 Гб,NVIDIA,GeForce MX150,4 Гб,0.3 Мп (VGA),411 x 270 x 21,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux430un-gv048t.html,Ультрабук ASUS UX430UN-GV048T (90NB0GH6-M00610),https://i1.foxtrot.com.ua/product/thumb/6353472.jpg,,39261,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,LPDDR3,1866,,512 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),324 x 225 x 15.9,1.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux561un-bo005t.html,Ноутбук ASUS UX561UN-BO005T,https://i1.foxtrot.com.ua/product/thumb/6353475.jpg,,30686,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,12 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),364 x 246 x 19.2,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510ua-bq437.html,Ноутбук ASUS X510UA-BQ437 (90NB0FQ2-M06750),https://i1.foxtrot.com.ua/product/thumb/6353772.jpg,,19979,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,1 Тб,,,Intel UHD Graphics 620,,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x705ua-gc130.html,Ноутбук ASUS X705UA-GC130 (90NB0EV1-M01470),https://i1.foxtrot.com.ua/product/thumb/6353781.jpg,,22694,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,128 Гб,,Intel UHD Graphics 620,,0.3 Мп (VGA),411 x 270 x 22.6,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux561ud-bo006r.html,Ноутбук ASUS UX561UD-BO006R,https://i1.foxtrot.com.ua/product/thumb/6353819.jpg,,38995,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,,,512 Гб,NVIDIA,GeForce GTX1050,2 Гб,1080p,364 x 246 x 21,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xh00ycra.html,Ноутбук LENOVO IdeaPad 320-15ISK (80XH00YCRA),https://i1.foxtrot.com.ua/product/thumb/6361872.jpg,,11999,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2133,500 Гб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xh00ecra.html,Ноутбук LENOVO IdeaPad 320-15ISK (80XH00ECRA),https://i1.foxtrot.com.ua/product/thumb/6361873.jpg,,15759,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a515-51g-53k5-nx-gt0eu-008.html,Ноутбук ACER Aspire 5 A515-51G-53K5 (NX.GT0EU.008),https://i1.foxtrot.com.ua/product/thumb/6362377.jpg,,21699,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,,256 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),381.6 x 263 x 21,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a515-51g-52vu-nx-gt0eu-006.html,Ноутбук ACER Aspire 5 A515-51G-52VU (NX.GT0EU.006),https://i1.foxtrot.com.ua/product/thumb/6362381.jpg,,20299,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,1 Тб,,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),381.6 x 263 x 21,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-x0q03es.html,Ноутбук HP ProBook 450 X0Q03ES,https://i1.foxtrot.com.ua/product/thumb/6356188.jpg,,20008,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,4 Гб,DDR4,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),382 x 263 x 24,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-640-1ep50es.html,Ноутбук HP ProBook 640 (1EP50ES),https://i1.foxtrot.com.ua/product/thumb/6356158.jpg,,33345,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),340 x 237 x 27,1.95 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_zbook-15-y4e77av.html,Ноутбук HP Zbook 15 (Y4E77AV),https://i1.foxtrot.com.ua/product/thumb/6358439.jpg,,72162,15.5,1920 x 1080,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,16 Гб,DDR4,2400,,256 Гб,NVIDIA,Quadro M1200M,4 Гб,1 Мп (HD),26 x 386 x 264,2.6 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_zbook-studio-x5e44av.html,Ноутбук HP Zbook Studio (X5E44AV),https://i1.foxtrot.com.ua/product/thumb/6358442.jpg,,83676,15.6,3840 x 2160,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,16 Гб,DDR4,2400,,512 Гб,NVIDIA,Quadro M1200M,4 Гб,1 Мп (HD),374.9 х 255 х 18,2.08 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xl03gara.html,Ноутбук LENOVO IdeaPad 320-15 (80XL03GARA),https://i1.foxtrot.com.ua/product/thumb/6359011.jpg,,14109,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 940MX,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xl03gxra.html,Ноутбук LENOVO IdeaPad 320-15 (80XL03GXRA),https://i1.foxtrot.com.ua/product/thumb/6359014.jpg,,14109,15.6,1920 x 1080,Intel® Pentium™,4415U,2,2.3,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr00k4ra.html,Ноутбук LENOVO IdeaPad 320-15IAP (80XR00K4RA),https://i1.foxtrot.com.ua/product/thumb/6360448.jpg,,9999,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics 505,,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x302uv-r4066d-13-3fhd-ag.html,Ноутбук ASUS X302UV-R4066D (90NB0BM1-M00890),https://i1.foxtrot.com.ua/product/thumb/6350611.jpg,,21499,13.3,1920 x 1080,Intel® Core™ i7 (6 поколение),6500U,2,2.5,8 Гб,DDR3L,1600,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),328 x 234 x 25.6,1.59 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_320-15-80xl0422ra.html,Ноутбук LENOVO 320-15 (80XL0422RA),https://i1.foxtrot.com.ua/product/thumb/6382740.jpg,,18032,15.6,1920 x 1080,Intel® Core™ i3 (7 поколение),7130U,2,2.7,8 Гб,DDR4,2133,1 Тб,128 Гб,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_520-15-81bf00eqra.html,Ноутбук LENOVO IdeaPad 520-15 Iron Gray (81BF00EQRA),https://i1.foxtrot.com.ua/product/thumb/6384026.jpg,,27278,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX150,4 Гб,1 Мп (HD),378 x 260 x 22,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_acer-swift-3-sf314-52-nx-gqueu-006.html,Ноутбук ACER Acer Swift 3 SF314-52 (NX.GQUEU.006),https://i1.foxtrot.com.ua/product/thumb/6378814.jpg,,33599,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,,,,512 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),338 х 234 х 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-430-g5-1lr38av_v2.html,Ноутбук HP ProBook 430 G5 (1LR38AV_V2),https://i1.foxtrot.com.ua/product/thumb/6386600.jpg,,25832,13.3,1366 х 768,Intel® Core™ i5 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),326 x 234 x 19.8,1.49 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_probook-450-g5-1lu50av_v3.html,Ноутбук HP ProBook 450 G5 (1LU50AV_V3),https://i1.foxtrot.com.ua/product/thumb/6386611.jpg,,21732,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 930MX,2 Гб,1 Мп (HD),376 x 264 x 20,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530uf-bq123t.html,Ноутбук Asus VivoBook S15 S530UF-BQ123T (90NB0IB2-M01390) Starry Grey-Red,https://i1.foxtrot.com.ua/product/thumb/6394595.jpg,,30499,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530uf-bq129t.html,Ноутбук Asus VivoBook S15 S530UF-BQ129T (90NB0IB6-M01450) Icilce Gold,https://i1.foxtrot.com.ua/product/thumb/6394601.jpg,,29949,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530un-bq100t.html,Ноутбук ASUS S530UN-BQ100T (90NB0IA1-M01490),https://i1.foxtrot.com.ua/product/thumb/6394603.jpg,,32900,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,12 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530un-bq106t.html,Ноутбук ASUS S530UN-BQ106T (90NB0IA4-M01560),https://i1.foxtrot.com.ua/product/thumb/6394609.jpg,,32999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530un-bq107t.html,Ноутбук Asus VivoBook S15 S530UN-BQ107T (90NB0IA4-M01570) Silver Blue-Yellow,https://i1.foxtrot.com.ua/product/thumb/6394610.jpg,,37499,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,1 Тб,256 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_n580gd-e4008t.html,Ноутбук ASUS N580GD-E4008T (90NB0HX1-M00090),https://i1.foxtrot.com.ua/product/thumb/6394617.jpg,,42599,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,DDR4,2666,1 Тб,256 Гб,NVIDIA,GeForce GTX1050,,1 Мп (HD),380 x 256 x 19.2,1.99 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_n580gd-e4012t.html,Ноутбук ASUS N580GD-E4012T (90NB0HX4-M00150),https://i1.foxtrot.com.ua/product/thumb/6394621.jpg,,40725,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,16 Гб,,,1 Тб,256 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),380 x 256 x 19.2,1.99 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_ux331un-eg091t.html,Ноутбук ASUS UX331UN-EG091T (90NB0GY1-M03520),https://i1.foxtrot.com.ua/product/thumb/6394628.jpg,,39959,13.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR3,,,512 Гб,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),310 x 216 x 12.0 - 13.9,1.12 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_tp412ua-ec039t.html,Ноутбук ASUS TP412UA-EC039T,https://i1.foxtrot.com.ua/product/thumb/6394632.jpg,,25973,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),327 x 17.6 x 224.75,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s406ua-bm146t.html,Ультрабук ASUS VivoBook S14 S406UA (S406UA-BM146T) Gold,https://i1.foxtrot.com.ua/product/thumb/6394648.jpg,,23570,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,3,1.6,8 Гб,DDR3,1866,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),328 x 226.5 x 14.8,1.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm006.html,Ноутбук ASUS X542UF-DM006,https://i1.foxtrot.com.ua/product/thumb/6394536.jpg,,28999,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm394.html,Ноутбук ASUS X542UF-DM394,https://i1.foxtrot.com.ua/product/thumb/6394538.jpg,,17899,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm395.html,Ноутбук ASUS X542UF-DM395,https://i1.foxtrot.com.ua/product/thumb/6394540.jpg,,20999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x542uf-dm399.html,Ноутбук ASUS X542UF-DM399,https://i1.foxtrot.com.ua/product/thumb/6394543.jpg,,17899,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),380 x 251 x 23.2,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510ua-bq442t.html,Ноутбук ASUS X510UA-BQ442T (90NB0FQ3-M06800),https://i1.foxtrot.com.ua/product/thumb/6394549.jpg,,22999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,6,1.6,6 Гб,DDR4,2400,,256 Гб,,Intel UHD Graphics 620,,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510ua-bq917.html,Ноутбук ASUS X510UA-BQ917 (90NB0FQ4-M14250),https://i1.foxtrot.com.ua/product/thumb/6394550.jpg,,14799,15.6,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,4 Гб,DDR4,,,128 Гб,,Intel UHD Graphics 620,,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510ua-bq443.html,Ноутбук ASUS X510UA-BQ443 (90NB0FQ4-M06810),https://i1.foxtrot.com.ua/product/thumb/6394551.jpg,,19149,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,,,Intel UHD Graphics 620,,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510uf-bq011.html,Ноутбук ASUS X510UF-BQ011 (90NB0IK3-M00150),https://i1.foxtrot.com.ua/product/thumb/6394554.jpg,,23799,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x510uf-bq015.html,Ноутбук ASUS X510UF-BQ015 (90NB0IK4-M00210),https://i1.foxtrot.com.ua/product/thumb/6394555.jpg,,21799,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,,256 Гб,NVIDIA,GeForce MX130,2 Гб,0.3 Мп (VGA),361.4 x 243.5 x 19.4,1.5 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x540bp-dm050.html,Ноутбук ASUS X540BP-DM050 (90NB0IZ3-M00610),https://i1.foxtrot.com.ua/product/thumb/6394561.jpg,,11036,15.6,1920 x 1080,AMD A6,9225,2,2.6,4 Гб,DDR4,,1 Тб,,AMD,Radeon R5 M420,2 Гб,0.3 Мп (VGA),381 x 251 x 27.2,1.9 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s406ua-bm150t.html,Ноутбук ASUS VivoBook S406UA-BM150T (90NB0FX2-M03460),https://i1.foxtrot.com.ua/product/thumb/6394576.jpg,,19999,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,8 Гб,LPDDR3,1866,,128 Гб,,Intel HD Graphics 620,,1 Мп (HD),328 x 226.5 x 14.8,1.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_s530ua-bq102t.html,Ноутбук ASUS S530UA-BQ102T (90NB0I91-M01210),https://i1.foxtrot.com.ua/product/thumb/6394585.jpg,,27299,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2400,1 Тб,128 Гб,,Intel HD Graphics 620,,1 Мп (HD),361.4 x 243.5 x 18,1.8 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x411uf-eb069.html,Ноутбук ASUS X411UF-EB069 (90NB0II5-M00840),https://i1.foxtrot.com.ua/product/thumb/6394521.jpg,,29999,14,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,12 Гб,DDR4,,1 Тб,128 Гб,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),326.4 x 225.5 x 20.4,1.35 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x411un-eb162.html,Ноутбук ASUS X411UN-EB162 (90NB0GT4-M02260),https://i1.foxtrot.com.ua/product/thumb/6394522.jpg,,24694,14,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,1 Тб,128 Гб,NVIDIA,GeForce MX150,2 Гб,0.3 Мп (VGA),326.4 x 225.5 x 20.4,1.35 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x540mb-dm011.html,Ноутбук ASUS X540MB-DM011 (90NB0IQ1-M00140),https://i1.foxtrot.com.ua/product/thumb/6394529.jpg,,11899,15.6,1920 x 1080,Intel® Pentium™,N5000,4,1.1,4 Гб,LPDDR4,,1 Тб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),381 x 251 x 27.2,1.9 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_vostro-5568-n038vn01_p.html,Ноутбук DELL Vostro 5568 N038VN01_P,https://i1.foxtrot.com.ua/product/thumb/6394932.jpg,,27806,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,,,256 Гб,NVIDIA,GeForce 940MX,4 Гб,1 Мп (HD),380 х 252.5 х 19.2,1.98 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_gl702zc-gc189r.html,Ноутбук ASUS GL702ZC-GC189R (90NB0FV1-M02740),https://i1.foxtrot.com.ua/product/thumb/6394934.jpg,,51299,17.3,1920 x 1080,AMD Ryzen 7 / Ryzen 7 Pro,1700,8,3.0,24 Гб,DDR4,,1 Тб,256 Гб,AMD,Radeon RX580,4 Гб,1 Мп (HD),415 х 34 х 280,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ideapad-yoga-720-15-80x700bhra.html,Ноутбук LENOVO IdeaPad YOGA 720-15 (80X700BHRA),https://i1.foxtrot.com.ua/product/thumb/6394959.jpg,,36409,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7300HQ,4,2.5,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),364 x 242 x 19.9,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-13-5379-53i78s2ihd-wfg.html,Ноутбук DELL Inspiron 13 5379,https://i1.foxtrot.com.ua/product/thumb/6394967.jpg,,36999,13.3,1920 x 1080,Intel® Core™ i7 (8 поколение),8550U,4,1.8,8 Гб,DDR4,2133,,256 Гб,,Intel UHD Graphics 620,,1 Мп (HD),324 х 224.8 х 20.4,1.62 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_n705ud-gc095r.html,Ноутбук ASUS N705UD-GC095R (90NB0GA1-M02600),https://i1.foxtrot.com.ua/product/thumb/6394977.jpg,,35499,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,12 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050,4 Гб,0.3 Мп (VGA),411 x 270 x 20.9,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-7-a715-71g-54g5-nx-gp9eu-043.html,Ноутбук ACER Aspire 7 A715-71G-54G5 (NX.GP9EU.043),https://i1.foxtrot.com.ua/product/thumb/6372330.jpg,,33359,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),423.32 x 289.91 x 28.25,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_thinkpad-e470-20h1006xrt.html,Ноутбук LENOVO ThinkPad E470 (20H1006XRT),https://i1.foxtrot.com.ua/product/thumb/6372451.jpg,,19999,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,16 Гб,DDR4,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),339 x 242 x 22.4,1.87 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_thinkpad-t470p-20j6001lrt.html,Ноутбук LENOVO ThinkPad T470p (20J6001LRT),https://i1.foxtrot.com.ua/product/thumb/6372467.jpg,,46646,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7440HQ,4,2.8,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),339 x 235 x 24,1.96 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_thinkpad-t470s-20hfs0c100.html,Ноутбук LENOVO ThinkPad T470s (20HFS0C100),https://i1.foxtrot.com.ua/product/thumb/6372470.jpg,,37478,14,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),331 x 226.8 x 18.8,1.32 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_hp-250-g6-1xn72ea.html,Ноутбук HP 250 G6 (1XN72EA),https://i1.foxtrot.com.ua/product/thumb/6372960.jpg,,22073,15.6,1366 х 768,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,,1 Тб,,,Intel HD Graphics,,1 Мп (HD),380 x 253.8 x 23.8,1.86 кг
